director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Jennifer Yuh Nelson,Angelina Jolie Pitt,Gary Oldman,Mike Bell,Action Adventure Animation Comedy Family,kung fu panda 2,Action Adventure Animation Comedy Family Angelina Jolie PittGary Oldman Mike Bell kung fu panda 2 Jennifer Yuh Nelson
M. Night Shyamalan,Seychelle Gabriel,Noah Ringer,Aasif Mandvi,Action Adventure Family Fantasy,the last airbender,Action Adventure Family Fantasy Seychelle GabrielNoah Ringer Aasif Mandvi the last airbender M. Night Shyamalan
J.J. Abrams,Philip Seymour Hoffman,Tom Cruise,Eddie Marsan,Action Adventure Thriller,mission: impossible iii,Action Adventure Thriller Philip Seymour HoffmanTom Cruise Eddie Marsan mission: impossible iii J.J. Abrams
Roland Emmerich,Channing Tatum,Jake Weber,Matt Craven,Action Drama Thriller,white house down,Action Drama Thriller Channing TatumJake Weber Matt Craven white house down Roland Emmerich
Simon Wells,Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Action Adventure Animation Comedy Family Sci-Fi,mars needs moms,Action Adventure Animation Comedy Family Sci-Fi Elisabeth HarnoisDan Fogler Tom Everett Scott mars needs moms Simon Wells
David Bowers,Hugh Jackman,Kate Winslet,David Suchet,Adventure Animation Comedy Family,flushed away,Adventure Animation Comedy Family Hugh JackmanKate Winslet David Suchet flushed away David Bowers
Rob Minkoff,Ty Burrell,Zach Callison,Karan Brar,Adventure Animation Comedy Family Sci-Fi,mr. peabody & sherman,Adventure Animation Comedy Family Sci-Fi Ty BurrellZach Callison Karan Brar mr. peabody & sherman Rob Minkoff
Wolfgang Petersen,Brad Pitt,Orlando Bloom,Julian Glover,Adventure,troy,Adventure Brad PittOrlando Bloom Julian Glover troy Wolfgang Petersen
Eric Darnell,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,Adventure Animation Comedy Family,madagascar 3: europe's most wanted,Adventure Animation Comedy Family Jada Pinkett SmithMartin Short Cedric the Entertainer madagascar 3: europe's most wanted Eric Darnell
Lee Tamahori,Toby Stephens,Colin Salmon,Rick Yune,Action Adventure Thriller,die another day,Action Adventure Thriller Toby StephensColin Salmon Rick Yune die another day Lee Tamahori
Michael Bay,Bruce Willis,Steve Buscemi,Will Patton,Action Adventure Sci-Fi Thriller,armageddon,Action Adventure Sci-Fi Thriller Bruce WillisSteve Buscemi Will Patton armageddon Michael Bay
Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,men in black ii,Action Adventure Comedy Family Fantasy Mystery Sci-Fi Will SmithRosario Dawson Rip Torn men in black ii Barry Sonnenfeld
Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,Action Adventure Animation Fantasy,beowulf,Action Adventure Animation Fantasy Robin WrightAnthony Hopkins Sebastian Roché beowulf Robert Zemeckis
Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Action Adventure Animation Comedy Family,kung fu panda 3,Action Adventure Animation Comedy Family J.K. SimmonsAngelina Jolie Pitt Wayne Knight kung fu panda 3 Alessandro Carloni
Brad Bird,Tom Cruise,Jeremy Renner,Michael Nyqvist,Action Adventure Thriller,mission: impossible - ghost protocol,Action Adventure Thriller Tom CruiseJeremy Renner Michael Nyqvist mission: impossible - ghost protocol Brad Bird
Peter Ramsey,Hugh Jackman,Kamil McFadden,Khamani Griffin,Adventure Animation Family Fantasy,rise of the guardians,Adventure Animation Family Fantasy Hugh JackmanKamil McFadden Khamani Griffin rise of the guardians Peter Ramsey
Dean Parisot,John Michael Higgins,Richard Burgi,David Herman,Comedy Crime,fun with dick and jane,Comedy Crime John Michael HigginsRichard Burgi David Herman fun with dick and jane Dean Parisot
Edward Zwick,Tom Cruise,Tony Goldwyn,Chad Lindberg,Action Drama History War,the last samurai,Action Drama History War Tom CruiseTony Goldwyn Chad Lindberg the last samurai Edward Zwick
J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,Action Adventure Sci-Fi,star trek,Action Adventure Sci-Fi Chris HemsworthLeonard Nimoy Bruce Greenwood star trek J.J. Abrams
Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,Action Adventure Fantasy Romance,spider-man,Action Adventure Fantasy Romance J.K. SimmonsJames Franco Kirsten Dunst spider-man Sam Raimi
Dean DeBlois,Gerard Butler,Djimon Hounsou,America Ferrera,Action Adventure Animation Comedy Family Fantasy,how to train your dragon 2,Action Adventure Animation Comedy Family Fantasy Gerard ButlerDjimon Hounsou America Ferrera how to train your dragon 2 Dean DeBlois
Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown,Action Adventure Fantasy,gods of egypt,Action Adventure Fantasy Gerard ButlerElodie Yung Bryan Brown gods of egypt Alex Proyas
Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh,Action Adventure Sci-Fi Thriller,stealth,Action Adventure Sci-Fi Thriller Sam ShepardJoe Morton Richard Roxburgh stealth Rob Cohen
Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie,Action Drama Mystery Sci-Fi,watchmen,Action Drama Mystery Sci-Fi Matt FrewerBilly Crudup Stephen McHattie watchmen Zack Snyder
Richard Donner,Jet Li,Rene Russo,Darlene Love,Action Crime Thriller,lethal weapon 4,Action Crime Thriller Jet LiRene Russo Darlene Love lethal weapon 4 Richard Donner
Ang Lee,Kevin Rankin,Regi Davis,Celia Weston,Action Sci-Fi,hulk,Action Sci-Fi Kevin RankinRegi Davis Celia Weston hulk Ang Lee
Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung,Action Adventure Sci-Fi Thriller,g.i. joe: retaliation,Action Adventure Sci-Fi Thriller Channing TatumDwayne Johnson Elodie Yung g.i. joe: retaliation Jon M. Chu
Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Action Adventure Animation Fantasy Romance Sci-Fi,final fantasy: the spirits within,Action Adventure Animation Fantasy Romance Sci-Fi Steve BuscemiMing-Na Wen Jean Simmons final fantasy: the spirits within Hironobu Sakaguchi
Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell,Action Adventure Sci-Fi,captain america: the first avenger,Action Adventure Sci-Fi Chris EvansDominic Cooper Hayley Atwell captain america: the first avenger Joe Johnston
Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Action Adventure Thriller,the world is not enough,Action Adventure Thriller Colin SalmonMaria Grazia Cucinotta Desmond Llewelyn the world is not enough Michael Apted
Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,Action Adventure Drama History War,master and commander: the far side of the world,Action Adventure Drama History War James D'ArcyLee Ingleby David Threlfall master and commander: the far side of the world Peter Weir
George Miller,Robin Williams,Brad Pitt,Common,Animation Comedy Family Musical,happy feet 2,Animation Comedy Family Musical Robin WilliamsBrad Pitt Common happy feet 2 George Miller
Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,Action Adventure Sci-Fi,the incredible hulk,Action Adventure Sci-Fi Ty BurrellPeter Mensah William Hurt the incredible hulk Louis Leterrier
unknown,Don Johnson,Philip Michael Thomas,John Diehl,Action Crime Drama Mystery Thriller,miami vice            ,Action Crime Drama Mystery Thriller Don JohnsonPhilip Michael Thomas John Diehl miami vice             unknown
Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall,Adventure Family Fantasy,the bfg,Adventure Family Fantasy Mark RylancePenelope Wilton Rafe Spall the bfg Steven Spielberg
Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Adventure Drama Thriller Western,the revenant,Adventure Drama Thriller Western Leonardo DiCaprioTom Hardy Lukas Haas the revenant Alejandro G. Iñárritu
David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz,Adventure Animation Comedy Family Sport,turbo,Adventure Animation Comedy Family Sport Ryan ReynoldsSnoop Dogg Ben Schwartz turbo David Soren
Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root,Adventure Animation Comedy Family Western,rango,Adventure Animation Comedy Family Western Johnny DeppRay Winstone Stephen Root rango Gore Verbinski
Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Adventure Animation Comedy Family,penguins of madagascar,Adventure Animation Comedy Family Benedict CumberbatchAnnet Mahendru Andy Richter penguins of madagascar Eric Darnell
Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney,Action Mystery Thriller,the bourne ultimatum,Action Mystery Thriller Matt DamonEdgar Ramírez Albert Finney the bourne ultimatum Paul Greengrass
Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Action Adventure Animation Comedy Family,kung fu panda,Action Adventure Animation Comedy Family Angelina Jolie PittWayne Knight Dan Fogler kung fu panda Mark Osborne
Peyton Reed,Judy Greer,Hayley Atwell,T.I.,Action Adventure Comedy Sci-Fi,ant-man,Action Adventure Comedy Sci-Fi Judy GreerHayley Atwell T.I. ant-man Peyton Reed
Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Adventure Sci-Fi Thriller,the hunger games: catching fire,Adventure Sci-Fi Thriller Jennifer LawrenceJosh Hutcherson Sandra Ellis Lafferty the hunger games: catching fire Francis Lawrence
Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - part 2,Adventure Drama Fantasy Romance Robert PattinsonKristen Stewart Taylor Lautner the twilight saga: breaking dawn - part 2 Bill Condon
Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Adventure Sci-Fi Thriller,war of the worlds,Adventure Sci-Fi Thriller Tom CruiseLisa Ann Walter Rick Gonzalez war of the worlds Steven Spielberg
Michael Bay,Will Smith,Henry Rollins,Jordi Mollà,Action Comedy Crime Thriller,bad boys ii,Action Comedy Crime Thriller Will SmithHenry Rollins Jordi Mollà bad boys ii Michael Bay
Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,Action Adventure Animation Comedy Family Fantasy,puss in boots,Action Adventure Animation Comedy Family Fantasy Salma HayekConstance Marie Amy Sedaris puss in boots Chris Miller
Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl,Action Crime Mystery Thriller,salt,Action Crime Mystery Thriller Angelina Jolie PittAndre Braugher August Diehl salt Phillip Noyce
Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,Action Adventure Drama,noah,Action Adventure Drama Anthony HopkinsEmma Watson Logan Lerman noah Darren Aronofsky
Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,Action Adventure Family Mystery,the adventures of tintin,Action Adventure Family Mystery Toby JonesMackenzie Crook Tony Curran the adventures of tintin Steven Spielberg
Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint,Adventure Family Fantasy Mystery,harry potter and the prisoner of azkaban,Adventure Family Fantasy Mystery Daniel RadcliffeGary Oldman Rupert Grint harry potter and the prisoner of azkaban Alfonso Cuarón
Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,Adventure Drama Romance War,australia,Adventure Drama Romance War Essie DavisBryan Brown Eddie Baroo australia Baz Luhrmann
M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower,Action Adventure Sci-Fi,after earth,Action Adventure Sci-Fi Will SmithZoë Kravitz Glenn Morshower after earth M. Night Shyamalan
Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,Adventure Animation Family Thriller,dinosaur,Adventure Animation Family Thriller Alfre WoodardD.B. Sweeney Della Reese dinosaur Eric Leighton
Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson,Action Fantasy,harry potter and the deathly hallows: part ii,Action Fantasy Rupert GrintDave Legeno Ralph Ineson harry potter and the deathly hallows: part ii Matt Birch
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure Comedy Family Fantasy,night at the museum: secret of the tomb,Adventure Comedy Family Fantasy Robin WilliamsRami Malek Steve Coogan night at the museum: secret of the tomb Shawn Levy
Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell,Action Animation Comedy Family Sci-Fi,megamind,Action Animation Comedy Family Sci-Fi J.K. SimmonsBrad Pitt Will Ferrell megamind Tom McGrath
Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Adventure Family Fantasy,harry potter and the sorcerer's stone,Adventure Family Fantasy Daniel RadcliffeFiona Shaw Verne Troyer harry potter and the sorcerer's stone Chris Columbus
Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Action Comedy Fantasy,r.i.p.d.,Action Comedy Fantasy Ryan ReynoldsJeff Bridges Stephanie Szostak r.i.p.d. Robert Schwentke
Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Action Adventure Drama Horror Sci-Fi,godzilla resurgence,Action Adventure Drama Horror Sci-Fi Mark ChinneryShin'ya Tsukamoto Atsuko Maeda godzilla resurgence Hideaki Anno
Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Action Adventure Fantasy,pirates of the caribbean: the curse of the black pearl,Action Adventure Fantasy Johnny DeppOrlando Bloom Jack Davenport pirates of the caribbean: the curse of the black pearl Gore Verbinski
Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch,Fantasy,harry potter and the deathly hallows: part i,Fantasy Rupert GrintToby Jones Alfred Enoch harry potter and the deathly hallows: part i Matt Birch
Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Adventure Sci-Fi Thriller,the hunger games: mockingjay - part 1,Adventure Sci-Fi Thriller Jennifer LawrencePhilip Seymour Hoffman Josh Hutcherson the hunger games: mockingjay - part 1 Francis Lawrence
Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow,Mystery Thriller,the da vinci code,Mystery Thriller Tom HanksSeth Gabel Jürgen Prochnow the da vinci code Ron Howard
Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Adventure Animation Comedy Family Musical,rio 2,Adventure Animation Comedy Family Musical Miguel FerrerRachel Crow Jeffrey Garcia rio 2 Carlos Saldanha
Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,Action Adventure Fantasy Sci-Fi Thriller,x-men 2,Action Adventure Fantasy Sci-Fi Thriller Hugh JackmanBruce Davison Aaron Stanford x-men 2 Bryan Singer
Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson,Action Crime Thriller,fast five,Action Crime Thriller Paul WalkerVin Diesel Dwayne Johnson fast five Justin Lin
Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Action Adventure Crime Mystery Thriller,sherlock holmes: a game of shadows,Action Adventure Crime Mystery Thriller Robert Downey Jr.Eddie Marsan Paul Anderson sherlock holmes: a game of shadows Guy Ritchie
John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell,Action Adventure History,the 13th warrior,Action Adventure History Tony CurranVladimir Kulich Clive Russell the 13th warrior John McTiernan
Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach,Action Adventure Thriller,the bourne legacy,Action Adventure Thriller Jeremy RennerScott Glenn Stacy Keach the bourne legacy Tony Gilroy
Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover,Action,batman & robin,Action Michael GoughVivica A. Fox John Glover batman & robin Joel Schumacher
Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,Comedy Family Fantasy,how the grinch stole christmas,Comedy Family Fantasy Clint HowardT.J. Thyne Molly Shannon how the grinch stole christmas Ron Howard
Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Action Adventure Sci-Fi Thriller,the day after tomorrow,Action Adventure Sci-Fi Thriller Jake GyllenhaalDennis Quaid Sela Ward the day after tomorrow Roland Emmerich
John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,Action Adventure Thriller,mission: impossible ii,Action Adventure Thriller Tom CruiseDougray Scott Richard Roxburgh mission: impossible ii John Woo
Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Action Adventure Drama Thriller,the perfect storm,Action Adventure Drama Thriller Karen AllenMary Elizabeth Mastrantonio Bob Gunton the perfect storm Wolfgang Petersen
Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,Action Adventure Sci-Fi Thriller,fantastic 4: rise of the silver surfer,Action Adventure Sci-Fi Thriller Chris EvansIoan Gruffudd Andre Braugher fantastic 4: rise of the silver surfer Tim Story
Ang Lee,Suraj Sharma,Rafe Spall,Tabu,Adventure Drama Fantasy,life of pi,Adventure Drama Fantasy Suraj SharmaRafe Spall Tabu life of pi Ang Lee
Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,Action Fantasy Thriller,ghost rider,Action Fantasy Thriller Nicolas CageMatt Long Peter Fonda ghost rider Mark Steven Johnson
Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,Action Thriller,jason bourne,Action Thriller Matt DamonRiz Ahmed Ato Essandoh jason bourne Paul Greengrass
McG,Demi Moore,Bernie Mac,Justin Theroux,Action Adventure Comedy Crime,charlie's angels: full throttle,Action Adventure Comedy Crime Demi MooreBernie Mac Justin Theroux charlie's angels: full throttle McG
Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris,Adventure Mystery Sci-Fi,prometheus,Adventure Mystery Sci-Fi Michael FassbenderCharlize Theron Sean Harris prometheus Ridley Scott
Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith,Adventure Animation Comedy Family Fantasy,stuart little 2,Adventure Animation Comedy Family Fantasy Nathan LaneBrad Garrett Melanie Griffith stuart little 2 Rob Minkoff
Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga,Action Drama Sci-Fi Thriller,elysium,Action Drama Sci-Fi Thriller Matt DamonSharlto Copley Alice Braga elysium Neill Blomkamp
David Twohy,Vin Diesel,Alexa Davalos,Christina Cox,Action Adventure Sci-Fi Thriller,the chronicles of riddick,Action Adventure Sci-Fi Thriller Vin DieselAlexa Davalos Christina Cox the chronicles of riddick David Twohy
Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia,Action Family Sport,speed racer,Action Family Sport Scott PorterKick Gurry Nicholas Elia speed racer Lana Wachowski
James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,Comedy Drama Romance,how do you know,Comedy Drama Romance Shelley ConnDomenick Lombardozzi Teyonah Parris how do you know James L. Brooks
James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà,Action Comedy Romance,knight and day,Action Comedy Romance Tom CruiseMarc Blucas Jordi Mollà knight and day James Mangold
